"","agency_cd","site_no","sample_dt","sample_tm","sample_end_dt","sample_end_tm","tm_datum_rlbty_cd","coll_ent_cd","medium_cd","project_cd","aqfr_cd","tu_id","body_part_id","hyd_cond_cd","samp_type_cd","hyd_event_cd","sample_lab_cm_tx","parm_cd","remark_cd","result_va","val_qual_tx","meth_cd","dqi_cd","rpt_lev_va","rpt_lev_cd","lab_std_va","prep_set_no","prep_dt","anl_set_no","anl_dt","result_lab_cm_tx","anl_ent_cd","sample_start_time_datum_cd_reported","sample_end_time_datum_cd_reported","startDateTime","sample_end_dateTime","tz_cd"
"81","USGS","01491000",1987-12-16,"10:30",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"9","9","9",NA,"00618",NA,1.1,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1987-12-16 15:30:00,NA,"UTC"
"82","USGS","01491000",1988-01-07,"09:00",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"9","9","9",NA,"00618",NA,1.39,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1988-01-07 14:00:00,NA,"UTC"
"83","USGS","01491000",1988-01-20,"13:00",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"8","9","9",NA,"00618",NA,1.8,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1988-01-20 18:00:00,NA,"UTC"
"84","USGS","01491000",1988-01-21,"10:15",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"7","9","J",NA,"00618",NA,1.4,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1988-01-21 15:15:00,NA,"UTC"
"85","USGS","01491000",1988-01-21,"14:00",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"7","9","J",NA,"00618",NA,1.2,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1988-01-21 19:00:00,NA,"UTC"
"86","USGS","01491000",1988-01-28,"13:15",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"5","9","9",NA,"00618",NA,1.6,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1988-01-28 18:15:00,NA,"UTC"
"87","USGS","01491000",1988-02-04,"14:00",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"8","9","9",NA,"00618",NA,1.19,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1988-02-04 19:00:00,NA,"UTC"
"88","USGS","01491000",1988-02-05,"10:15",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"7","9","9",NA,"00618",NA,1.29,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1988-02-05 15:15:00,NA,"UTC"
"89","USGS","01491000",1988-02-12,"10:17",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"8","9","J",NA,"00618",NA,1.38,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1988-02-12 15:17:00,NA,"UTC"
"90","USGS","01491000",1988-02-13,"10:00",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"7","9","J",NA,"00618",NA,0.82,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1988-02-13 15:00:00,NA,"UTC"
"91","USGS","01491000",1988-02-14,"12:30",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"5","9","J",NA,"00618",NA,1.18,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1988-02-14 17:30:00,NA,"UTC"
"92","USGS","01491000",1988-02-16,"11:45",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"8","9","J",NA,"00618",NA,1.69,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1988-02-16 16:45:00,NA,"UTC"
"93","USGS","01491000",1988-02-25,"12:30",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"6","9","9",NA,"00618",NA,1.28,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1988-02-25 17:30:00,NA,"UTC"
"94","USGS","01491000",1988-03-02,"10:15",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"9","9","9",NA,"00618",NA,1.5,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1988-03-02 15:15:00,NA,"UTC"
"95","USGS","01491000",1988-03-08,"10:30",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"9","9","9",NA,"00618",NA,1.3,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1988-03-08 15:30:00,NA,"UTC"
"96","USGS","01491000",1988-03-22,"09:10",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"9","9","9",NA,"00618",NA,1.2,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1988-03-22 14:10:00,NA,"UTC"
"97","USGS","01491000",1988-04-06,"09:30",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"9","9","9",NA,"00618",NA,0.56,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1988-04-06 14:30:00,NA,"UTC"
"98","USGS","01491000",1988-04-20,"09:15",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"9","9","9",NA,"00618",NA,0.8,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1988-04-20 14:15:00,NA,"UTC"
"99","USGS","01491000",1988-05-19,"10:30",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"8","9","J",NA,"00618",NA,0.56,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1988-05-19 15:30:00,NA,"UTC"
"100","USGS","01491000",1988-06-15,"09:30",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"4","9","9",NA,"00618",NA,0.89,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1988-06-15 14:30:00,NA,"UTC"
"101","USGS","01491000",1988-06-30,"10:00",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"9","9","9",NA,"00618",NA,0.98,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1988-06-30 15:00:00,NA,"UTC"
"102","USGS","01491000",1988-07-21,"14:15",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"5","9","9",NA,"00618",NA,0.8,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1988-07-21 19:15:00,NA,"UTC"
"103","USGS","01491000",1988-07-22,"15:00",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"9","9","9",NA,"00618",NA,0.88,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1988-07-22 20:00:00,NA,"UTC"
"104","USGS","01491000",1988-07-25,"13:45",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"5","9","J",NA,"00618",NA,0.65,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1988-07-25 18:45:00,NA,"UTC"
"105","USGS","01491000",1988-07-28,"09:45",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"9","9","9",NA,"00618",NA,0.83,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1988-07-28 14:45:00,NA,"UTC"
"106","USGS","01491000",1988-08-21,"14:00",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"9","9","9",NA,"00618",NA,1.08,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1988-08-21 19:00:00,NA,"UTC"
"107","USGS","01491000",1988-08-30,"10:30",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"7","9","J",NA,"00618",NA,0.94,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1988-08-30 15:30:00,NA,"UTC"
"108","USGS","01491000",1988-09-16,"10:15",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"4","9","9",NA,"00618",NA,1.1,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1988-09-16 15:15:00,NA,"UTC"
"109","USGS","01491000",1988-09-16,"10:20",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"4","5","9",NA,"00618",NA,1.1,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1988-09-16 15:20:00,NA,"UTC"
"110","USGS","01491000",1988-10-27,"14:00",NA,NA,"T","USGS-WRD","WS","442400300",NA,NA,NA,"9","9","9",NA,"00618",NA,0.84,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1988-10-27 19:00:00,NA,"UTC"
"111","USGS","01491000",1988-11-02,"09:45",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"8","9","9",NA,"00618",NA,1.08,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1988-11-02 14:45:00,NA,"UTC"
"112","USGS","01491000",1988-11-18,"09:50",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"8","9","J",NA,"00618",NA,0.92,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1988-11-18 14:50:00,NA,"UTC"
"113","USGS","01491000",1988-11-21,"10:40",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"8","9","J",NA,"00618",NA,1,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1988-11-21 15:40:00,NA,"UTC"
"114","USGS","01491000",1988-11-28,"12:00",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"8","9","J",NA,"00618",NA,1.48,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1988-11-28 17:00:00,NA,"UTC"
"115","USGS","01491000",1988-11-29,"09:45",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"8","9","J",NA,"00618",NA,1.08,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1988-11-29 14:45:00,NA,"UTC"
"116","USGS","01491000",1988-11-29,"13:30",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"7","9","J",NA,"00618",NA,0.84,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1988-11-29 18:30:00,NA,"UTC"
"117","USGS","01491000",1988-11-30,"12:00",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"5","9","J",NA,"00618",NA,0.71,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1988-11-30 17:00:00,NA,"UTC"
"118","USGS","01491000",1988-12-01,"13:00",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"5","9","J",NA,"00618",NA,1,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1988-12-01 18:00:00,NA,"UTC"
"119","USGS","01491000",1988-12-15,"11:00",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"9","9","9",NA,"00618",NA,1.69,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1988-12-15 16:00:00,NA,"UTC"
"120","USGS","01491000",1989-01-05,"14:00",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"9","9","9",NA,"00618",NA,1.5,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1989-01-05 19:00:00,NA,"UTC"
"121","USGS","01491000",1989-01-12,"14:45",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"9","9","9",NA,"00618",NA,1.38,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1989-01-12 19:45:00,NA,"UTC"
"122","USGS","01491000",1989-01-17,"11:00",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"5","9","9",NA,"00618",NA,1.2,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1989-01-17 16:00:00,NA,"UTC"
"123","USGS","01491000",1989-01-30,"10:30",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"9","9","9",NA,"00618",NA,1.59,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1989-01-30 15:30:00,NA,"UTC"
"124","USGS","01491000",1989-02-01,"11:35",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"9","9","9",NA,"00618",NA,1.49,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1989-02-01 16:35:00,NA,"UTC"
"125","USGS","01491000",1989-02-22,"09:15",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"8","9","J",NA,"00618",NA,1.29,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1989-02-22 14:15:00,NA,"UTC"
"126","USGS","01491000",1989-02-23,"09:10",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"5","9","J",NA,"00618",NA,0.956,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1989-02-23 14:10:00,NA,"UTC"
"127","USGS","01491000",1989-02-23,"13:15",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"5","9","J",NA,"00618",NA,0.962,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1989-02-23 18:15:00,NA,"UTC"
"128","USGS","01491000",1989-02-27,"10:30",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"9","9","J",NA,"00618",NA,1.5,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1989-02-27 15:30:00,NA,"UTC"
"129","USGS","01491000",1989-03-03,"11:30",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"9","9","9","RR:NH4+ORG,DISS=0.8,TOT=0.2","00618",NA,1.39,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1989-03-03 16:30:00,NA,"UTC"
"130","USGS","01491000",1989-03-06,"14:00",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"8","9","J",NA,"00618",NA,1.59,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1989-03-06 19:00:00,NA,"UTC"
"131","USGS","01491000",1989-03-08,"10:00",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"5","9","J",NA,"00618",NA,0.96,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1989-03-08 15:00:00,NA,"UTC"
"132","USGS","01491000",1989-03-08,"14:00",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"5","9","J",NA,"00618",NA,0.99,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1989-03-08 19:00:00,NA,"UTC"
"133","USGS","01491000",1989-03-09,"09:30",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"5","9","J",NA,"00618",NA,1.19,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1989-03-09 14:30:00,NA,"UTC"
"134","USGS","01491000",1989-03-10,"11:45",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"5","9","J",NA,"00618",NA,1.49,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1989-03-10 16:45:00,NA,"UTC"
"135","USGS","01491000",1989-03-21,"14:00",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"9","9","9",NA,"00618",NA,1.29,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1989-03-21 19:00:00,NA,"UTC"
"136","USGS","01491000",1989-03-24,"10:45",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"8","9","J",NA,"00618",NA,1.29,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1989-03-24 15:45:00,NA,"UTC"
"137","USGS","01491000",1989-03-24,"14:30",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"8","9","J",NA,"00618",NA,1.29,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1989-03-24 19:30:00,NA,"UTC"
"138","USGS","01491000",1989-03-25,"10:45",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"8","9","J",NA,"00618",NA,0.518,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1989-03-25 15:45:00,NA,"UTC"
"139","USGS","01491000",1989-03-25,"14:15",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"5","9","J",NA,"00618",NA,0.431,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1989-03-25 19:15:00,NA,"UTC"
"140","USGS","01491000",1989-03-26,"08:45",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"5","9","J",NA,"00618",NA,0.642,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1989-03-26 13:45:00,NA,"UTC"
"141","USGS","01491000",1989-03-26,"17:30",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"9","9","9",NA,"00618",NA,0.8,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1989-03-26 22:30:00,NA,"UTC"
"142","USGS","01491000",1989-03-27,"13:30",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"5","9","J",NA,"00618",NA,0.933,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1989-03-27 18:30:00,NA,"UTC"
"143","USGS","01491000",1989-03-28,"11:30",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"5","9","J",NA,"00618",NA,0.992,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1989-03-28 16:30:00,NA,"UTC"
"144","USGS","01491000",1989-03-31,"14:30",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"9","9","9",NA,"00618",NA,1.19,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1989-03-31 19:30:00,NA,"UTC"
"145","USGS","01491000",1989-04-06,"14:00",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"8","9","J",NA,"00618",NA,1.29,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1989-04-06 19:00:00,NA,"UTC"
"146","USGS","01491000",1989-04-08,"04:00",1989-04-08,"12:00","T","USGS-WRD","WS","442400310",NA,NA,NA,"9","H","J",NA,"00618",NA,0.989,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1989-04-08 09:00:00,1989-04-08 17:00:00,"UTC"
"147","USGS","01491000",1989-04-08,"12:15",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"8","9","J",NA,"00618",NA,0.975,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1989-04-08 17:15:00,NA,"UTC"
"148","USGS","01491000",1989-04-08,"12:30",1989-04-09,"10:30","T","USGS-WRD","WS","442400310",NA,NA,NA,"9","H","J",NA,"00618",NA,0.901,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1989-04-08 17:30:00,1989-04-09 15:30:00,"UTC"
"149","USGS","01491000",1989-04-09,"10:15",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"5","9","J",NA,"00618",NA,0.747,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1989-04-09 15:15:00,NA,"UTC"
"150","USGS","01491000",1989-04-09,"10:45",1989-04-11,"14:40","T","USGS-WRD","WS","442400310",NA,NA,NA,"9","H","J",NA,"00618",NA,0.731,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1989-04-09 15:45:00,1989-04-11 19:40:00,"UTC"
"151","USGS","01491000",1989-04-10,"09:45",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"5","9","J",NA,"00618",NA,0.926,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1989-04-10 14:45:00,NA,"UTC"
"152","USGS","01491000",1989-04-11,"13:45",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"5","9","J",NA,"00618",NA,1.19,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1989-04-11 18:45:00,NA,"UTC"
"153","USGS","01491000",1989-04-20,"10:30",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"8","9","J",NA,"00618",NA,1.08,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1989-04-20 15:30:00,NA,"UTC"
"154","USGS","01491000",1989-04-27,"10:40",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"9","9","9",NA,"00618",NA,1.09,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1989-04-27 15:40:00,NA,"UTC"
"155","USGS","01491000",1989-05-02,"10:00",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"8","9","J",NA,"00618",NA,0.927,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1989-05-02 15:00:00,NA,"UTC"
"156","USGS","01491000",1989-05-02,"11:55",1989-05-02,"20:45","T","USGS-WRD","WS","442400310",NA,NA,NA,"8","H","J","BOTTLE CK OK","00618",NA,0.665,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1989-05-02 16:55:00,1989-05-03 01:45:00,"UTC"
"157","USGS","01491000",1989-05-02,"14:45",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"8","9","9",NA,"00618",NA,0.638,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1989-05-02 19:45:00,NA,"UTC"
"158","USGS","01491000",1989-05-03,"00:15",1989-05-03,"21:45","T","USGS-WRD","WS","442400310",NA,NA,NA,"8","H","J","BOTTLE CK OK;SP COND RR-VALUE DUP","00618",NA,0.429,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1989-05-03 05:15:00,1989-05-04 02:45:00,"UTC"
"159","USGS","01491000",1989-05-03,"10:15",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"8","9","J",NA,"00618",NA,0.369,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1989-05-03 15:15:00,NA,"UTC"
"160","USGS","01491000",1989-05-03,"16:00",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"5","9","9",NA,"00618",NA,0.4,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1989-05-03 21:00:00,NA,"UTC"
"161","USGS","01491000",1989-05-04,"10:10",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"5","9","J",NA,"00618",NA,0.562,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1989-05-04 15:10:00,NA,"UTC"
"162","USGS","01491000",1989-05-04,"14:00",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"5","9","J",NA,"00618",NA,0.611,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1989-05-04 19:00:00,NA,"UTC"
"163","USGS","01491000",1989-05-05,"11:30",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"5","9","J",NA,"00618",NA,0.82,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1989-05-05 16:30:00,NA,"UTC"
"164","USGS","01491000",1989-05-06,"11:15",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"8","9","J",NA,"00618",NA,0.808,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1989-05-06 16:15:00,NA,"UTC"
"165","USGS","01491000",1989-05-06,"14:30",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"8","9","J",NA,"00618",NA,0.827,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1989-05-06 19:30:00,NA,"UTC"
"166","USGS","01491000",1989-05-07,"11:15",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"5","9","J",NA,"00618",NA,0.401,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1989-05-07 16:15:00,NA,"UTC"
"167","USGS","01491000",1989-05-08,"14:30",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"8","9","J",NA,"00618",NA,0.56,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1989-05-08 19:30:00,NA,"UTC"
"168","USGS","01491000",1989-05-11,"11:15",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"8","9","J",NA,"00618",NA,0.844,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1989-05-11 16:15:00,NA,"UTC"
"169","USGS","01491000",1989-05-11,"14:00",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"8","9","J",NA,"00618",NA,0.755,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1989-05-11 19:00:00,NA,"UTC"
"170","USGS","01491000",1989-05-12,"11:30",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"5","9","J",NA,"00618",NA,0.746,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1989-05-12 16:30:00,NA,"UTC"
"171","USGS","01491000",1989-05-24,"10:30",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"8","9","J",NA,"00618",NA,0.851,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1989-05-24 15:30:00,NA,"UTC"
"172","USGS","01491000",1989-05-24,"10:40",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"8","5","J",NA,"00618",NA,0.853,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1989-05-24 15:40:00,NA,"UTC"
"173","USGS","01491000",1989-05-24,"14:00",NA,NA,"T","USGS-WRD","WS","442400310",NA,NA,NA,"8","9","J",NA,"00618",NA,0.701,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1989-05-24 19:00:00,NA,"UTC"
